transaccion_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,subtotal,descuento_pct,descuento_monto,costo_envio,total,metodo_pago,estado_envio
T001904,C00448,P0091,2025-06-13,1,27590.99,27590.99,5,1379.55,3648.95,29860.39,Efectivo (contra entrega),Entregado
T001905,C00448,P0101,2026-02-14,1,85420.99,85420.99,0,0.0,0.0,85420.99,Tarjeta de débito,Entregado
T001906,C00448,P0118,2025-07-12,1,39730.99,39730.99,0,0.0,0.0,39730.99,Transferencia bancaria,Entregado
T001907,C00448,P0180,2026-05-16,1,10110.99,10110.99,5,505.55,2249.34,11854.78,Mercado Pago,Entregado
T001908,C00449,P0079,2023-05-22,2,9850.99,19701.98,0,0.0,3272.35,22974.33,Mercado Pago,Entregado
T001909,C00449,P0004,2024-09-21,2,73400.99,146801.98,0,0.0,0.0,146801.98,Tarjeta de débito,Entregado
T001910,C00449,P0103,2024-07-28,1,23150.99,23150.99,15,3472.65,1602.68,21281.02,Transferencia bancaria,Preparando
T001911,C00449,P0079,2025-02-26,1,9850.99,9850.99,10,985.1,4438.59,13304.48,Tarjeta de crédito,Entregado
T001912,C00451,P0050,2026-02-01,1,5120.99,5120.99,0,0.0,2942.33,8063.32,Tarjeta de débito,En camino
T001913,C00451,P0101,2026-03-16,1,85420.99,85420.99,10,8542.1,0.0,76878.89,Transferencia bancaria,Entregado
T001914,C00451,P0055,2025-11-03,4,90690.99,362763.96,0,0.0,0.0,362763.96,Transferencia bancaria,Entregado
T001915,C00451,P0025,2025-06-25,1,22880.99,22880.99,0,0.0,3805.53,26686.52,Mercado Pago,Cancelado
T001916,C00451,P0128,2025-02-22,4,68490.99,273963.96,0,0.0,0.0,273963.96,Transferencia bancaria,Entregado
T001917,C00451,P0163,2024-09-27,2,64460.99,128921.98,0,0.0,0.0,128921.98,Mercado Pago,Entregado
T001918,C00451,P0058,2024-11-29,2,10690.99,21381.98,0,0.0,3845.86,25227.84,Tarjeta de crédito,Entregado
T001919,C00451,P0055,2026-01-20,3,90690.99,272072.97,0,0.0,0.0,272072.97,Transferencia bancaria,Entregado
T001920,C00452,P0092,2026-05-28,1,67840.99,67840.99,5,3392.05,0.0,64448.94,Mercado Pago,Entregado
T001921,C00453,P0137,2025-02-22,1,37150.99,37150.99,0,0.0,0.0,37150.99,Efectivo (contra entrega),Cancelado
T001922,C00453,P0082,2026-06-11,1,70870.99,70870.99,10,7087.1,0.0,63783.89,Efectivo (contra entrega),Preparando
T001923,C00453,P0038,2026-06-04,1,69100.99,69100.99,10,6910.1,0.0,62190.89,Tarjeta de crédito,Entregado
T001924,C00453,P0097,2025-10-29,1,118090.99,118090.99,5,5904.55,0.0,112186.44,Tarjeta de débito,Entregado
T001925,C00454,P0036,2025-02-17,2,6740.99,13481.98,0,0.0,3900.78,17382.76,Tarjeta de débito,Entregado
T001926,C00454,P0178,2026-07-09,1,82810.99,82810.99,20,16562.2,0.0,66248.79,Tarjeta de débito,Entregado
T001927,C00454,P0096,2025-11-26,1,32440.99,32440.99,0,0.0,0.0,32440.99,Efectivo (contra entrega),Entregado
T001928,C00454,P0182,2024-10-16,1,118780.99,118780.99,15,17817.15,0.0,100963.84,Efectivo (contra entrega),Entregado
T001929,C00454,P0102,2026-08-02,3,100820.99,302462.97,5,15123.15,0.0,287339.82,Mercado Pago,En camino
T001930,C00454,P0030,2025-08-11,1,42840.99,42840.99,20,8568.2,0.0,34272.79,Transferencia bancaria,Entregado
T001931,C00455,P0179,2025-11-07,4,39260.99,157043.96,15,23556.59,0.0,133487.37,Tarjeta de débito,Entregado
T001932,C00455,P0014,2025-11-06,2,68510.99,137021.98,0,0.0,0.0,137021.98,Efectivo (contra entrega),Entregado
T001933,C00455,P0165,2026-01-30,1,8750.99,8750.99,0,0.0,3700.38,12451.37,Tarjeta de crédito,Entregado
T001934,C00455,P0176,2026-03-29,1,81010.99,81010.99,0,0.0,0.0,81010.99,Tarjeta de débito,Entregado
T001935,C00455,P0149,2026-02-28,2,91760.99,183521.98,10,18352.2,0.0,165169.78,Tarjeta de débito,Cancelado
T001936,C00455,P0169,2026-01-13,1,116550.99,116550.99,0,0.0,0.0,116550.99,Efectivo (contra entrega),Entregado
T001937,C00458,P0024,2024-09-20,1,102000.99,102000.99,0,0.0,0.0,102000.99,Tarjeta de débito,Cancelado
T001938,C00458,P0056,2026-03-10,2,72090.99,144181.98,0,0.0,0.0,144181.98,Tarjeta de débito,Entregado
T001939,C00458,P0056,2023-04-17,1,72090.99,72090.99,0,0.0,0.0,72090.99,Mercado Pago,Entregado
T001940,C00458,P0068,2026-07-15,1,120640.99,120640.99,0,0.0,0.0,120640.99,Tarjeta de crédito,Entregado
T001941,C00458,P0108,2025-08-28,2,106640.99,213281.98,0,0.0,0.0,213281.98,Transferencia bancaria,Entregado
T001942,C00458,P0183,2025-12-26,1,28350.99,28350.99,0,0.0,3728.74,32079.73,Tarjeta de crédito,Entregado
T001943,C00458,P0002,2026-03-01,2,34510.99,69021.98,10,6902.2,0.0,62119.78,Mercado Pago,Entregado
T001944,C00458,P0171,2025-02-22,3,62510.99,187532.97,0,0.0,0.0,187532.97,Mercado Pago,En camino
T001945,C00459,P0020,2025-11-28,1,125770.99,125770.99,0,0.0,0.0,125770.99,Transferencia bancaria,Entregado
T001946,C00459,P0147,2025-11-20,2,92490.99,184981.98,0,0.0,0.0,184981.98,Efectivo (contra entrega),Entregado
T001947,C00459,P0097,2025-09-06,3,118090.99,354272.97,10,35427.3,0.0,318845.67,Transferencia bancaria,Entregado
T001948,C00459,P0120,2025-07-01,2,58730.99,117461.98,20,23492.4,0.0,93969.58,Tarjeta de crédito,Entregado
T001949,C00459,P0114,2025-11-11,2,17660.99,35321.98,0,0.0,0.0,35321.98,Mercado Pago,Entregado
T001950,C00459,P0120,2026-01-19,3,58730.99,176192.97,5,8809.65,0.0,167383.32,Mercado Pago,Entregado
T001951,C00459,P0059,2025-11-17,4,66790.99,267163.96,0,0.0,0.0,267163.96,Transferencia bancaria,Entregado
T001952,C00461,P0173,2026-01-02,1,7980.99,7980.99,0,0.0,3496.89,11477.88,Transferencia bancaria,Entregado
T001953,C00461,P0174,2025-07-30,1,50040.99,50040.99,10,5004.1,0.0,45036.89,Efectivo (contra entrega),Entregado
T001954,C00461,P0037,2023-09-26,2,4430.99,8861.98,5,443.1,1626.3,10045.18,Tarjeta de crédito,Entregado
T001955,C00461,P0001,2025-11-05,1,22660.99,22660.99,0,0.0,3792.09,26453.08,Efectivo (contra entrega),Entregado
T001956,C00461,P0182,2026-03-08,1,118780.99,118780.99,0,0.0,0.0,118780.99,Mercado Pago,Entregado
T001957,C00461,P0001,2025-08-10,1,22660.99,22660.99,0,0.0,2882.23,25543.22,Tarjeta de crédito,Preparando
T001958,C00462,P0071,2025-09-03,2,14390.99,28781.98,5,1439.1,3832.89,31175.77,Tarjeta de crédito,Entregado
T001959,C00462,P0111,2026-06-18,1,59100.99,59100.99,0,0.0,0.0,59100.99,Mercado Pago,Entregado
T001960,C00462,P0171,2024-04-22,1,62510.99,62510.99,15,9376.65,0.0,53134.34,Transferencia bancaria,En camino
T001961,C00462,P0111,2025-10-17,2,59100.99,118201.98,0,0.0,0.0,118201.98,Mercado Pago,En camino
T001962,C00462,P0081,2025-09-14,1,108380.99,108380.99,20,21676.2,0.0,86704.79,Tarjeta de crédito,Entregado
T001963,C00463,P0114,2024-01-09,1,17660.99,17660.99,20,3532.2,2289.52,16418.31,Tarjeta de débito,En camino
T001964,C00464,P0065,2025-05-01,2,36490.99,72981.98,0,0.0,0.0,72981.98,Transferencia bancaria,Entregado
T001965,C00464,P0115,2025-02-25,2,39000.99,78001.98,10,7800.2,0.0,70201.78,Transferencia bancaria,Entregado
T001966,C00465,P0043,2024-04-23,1,35310.99,35310.99,5,1765.55,0.0,33545.44,Tarjeta de débito,Entregado
T001967,C00465,P0034,2023-09-20,1,16800.99,16800.99,0,0.0,4242.51,21043.5,Transferencia bancaria,Entregado
T001968,C00465,P0161,2026-07-07,1,92880.99,92880.99,0,0.0,0.0,92880.99,Transferencia bancaria,Entregado
T001969,C00465,P0181,2023-12-09,1,14430.99,14430.99,10,1443.1,2956.32,15944.21,Transferencia bancaria,Entregado
T001970,C00465,P0001,2025-03-08,2,22660.99,45321.98,10,4532.2,0.0,40789.78,Mercado Pago,Cancelado
T001971,C00465,P0173,2026-05-17,1,7980.99,7980.99,0,0.0,2431.58,10412.57,Efectivo (contra entrega),Entregado
T001972,C00465,P0016,2023-07-05,1,82230.99,82230.99,0,0.0,0.0,82230.99,Efectivo (contra entrega),Entregado
T001973,C00466,P0158,2025-06-04,1,48410.99,48410.99,0,0.0,0.0,48410.99,Transferencia bancaria,Entregado
T001974,C00466,P0136,2024-09-16,2,47130.99,94261.98,0,0.0,0.0,94261.98,Mercado Pago,Entregado
T001975,C00466,P0073,2025-12-20,1,118250.99,118250.99,15,17737.65,0.0,100513.34,Mercado Pago,Entregado
T001976,C00466,P0078,2025-12-11,1,82230.99,82230.99,20,16446.2,0.0,65784.79,Tarjeta de débito,Entregado
T001977,C00466,P0179,2026-01-21,1,39260.99,39260.99,0,0.0,0.0,39260.99,Mercado Pago,Entregado
T001978,C00466,P0082,2023-06-27,1,70870.99,70870.99,0,0.0,0.0,70870.99,Tarjeta de débito,Entregado
T001979,C00466,P0013,2026-08-01,1,33690.99,33690.99,0,0.0,0.0,33690.99,Tarjeta de débito,Entregado
T001980,C00467,P0084,2024-10-13,1,106390.99,106390.99,0,0.0,0.0,106390.99,Efectivo (contra entrega),Entregado
T001981,C00467,P0028,2025-05-06,1,49350.99,49350.99,0,0.0,0.0,49350.99,Efectivo (contra entrega),Entregado
T001982,C00467,P0045,2026-08-09,1,2330.99,2330.99,0,0.0,3055.71,5386.7,Efectivo (contra entrega),Entregado
T001983,C00467,P0142,2026-07-02,2,80160.99,160321.98,20,32064.4,0.0,128257.58,Mercado Pago,Entregado
T001984,C00467,P0003,2026-03-31,2,95520.99,191041.98,0,0.0,0.0,191041.98,Tarjeta de débito,Entregado
T001985,C00467,P0113,2024-08-24,1,45170.99,45170.99,0,0.0,0.0,45170.99,Tarjeta de débito,Cancelado
T001986,C00467,P0010,2025-04-07,1,99010.99,99010.99,10,9901.1,0.0,89109.89,Efectivo (contra entrega),Entregado
T001987,C00467,P0181,2024-07-08,1,14430.99,14430.99,0,0.0,4252.44,18683.43,Transferencia bancaria,Cancelado
T001988,C00468,P0186,2026-06-11,1,100370.99,100370.99,10,10037.1,0.0,90333.89,Mercado Pago,Entregado
T001989,C00468,P0151,2026-05-17,2,43590.99,87181.98,5,4359.1,0.0,82822.88,Tarjeta de débito,Entregado
T001990,C00468,P0184,2026-05-18,1,11240.99,11240.99,0,0.0,1659.6,12900.59,Transferencia bancaria,Entregado
T001991,C00468,P0145,2026-05-19,1,60290.99,60290.99,0,0.0,0.0,60290.99,Tarjeta de crédito,Cancelado
T001992,C00468,P0016,2026-07-03,1,82230.99,82230.99,0,0.0,0.0,82230.99,Mercado Pago,Entregado
T001993,C00468,P0151,2026-05-21,1,43590.99,43590.99,5,2179.55,0.0,41411.44,Mercado Pago,Entregado
T001994,C00468,P0080,2026-05-26,1,16720.99,16720.99,5,836.05,3209.26,19094.2,Tarjeta de crédito,Cancelado
T001995,C00468,P0004,2026-06-28,2,73400.99,146801.98,0,0.0,0.0,146801.98,Tarjeta de débito,Entregado
T001996,C00468,P0159,2026-07-30,4,108820.99,435283.96,0,0.0,0.0,435283.96,Efectivo (contra entrega),Entregado
T001997,C00468,P0110,2026-07-04,1,148390.99,148390.99,0,0.0,0.0,148390.99,Efectivo (contra entrega),Entregado
T001998,C00468,P0036,2026-06-24,3,6740.99,20222.97,0,0.0,3118.84,23341.81,Mercado Pago,Entregado
T001999,C00468,P0081,2026-07-11,2,108380.99,216761.98,20,43352.4,0.0,173409.58,Mercado Pago,Entregado
T002000,C00468,P0101,2026-05-29,1,85420.99,85420.99,10,8542.1,0.0,76878.89,Tarjeta de crédito,Entregado
T002001,C00468,P0086,2026-05-17,1,17970.99,17970.99,5,898.55,3697.67,20770.11,Efectivo (contra entrega),Entregado
T002002,C00469,P0139,2025-11-13,2,76500.99,153001.98,0,0.0,0.0,153001.98,Transferencia bancaria,Entregado
T002003,C00469,P0133,2026-03-09,2,23360.99,46721.98,0,0.0,0.0,46721.98,Transferencia bancaria,Entregado
T002004,C00469,P0070,2025-05-09,1,59790.99,59790.99,15,8968.65,0.0,50822.34,Transferencia bancaria,Entregado
T002005,C00469,P0082,2026-05-10,1,70870.99,70870.99,0,0.0,0.0,70870.99,Tarjeta de débito,En camino
T002006,C00469,P0149,2026-08-09,1,91760.99,91760.99,0,0.0,0.0,91760.99,Mercado Pago,Entregado
T002007,C00469,P0168,2024-08-11,1,20280.99,20280.99,0,0.0,2704.28,22985.27,Tarjeta de crédito,Entregado
T002008,C00469,P0129,2025-01-12,1,121150.99,121150.99,10,12115.1,0.0,109035.89,Tarjeta de crédito,Entregado
T002009,C00469,P0064,2024-09-05,2,71270.99,142541.98,0,0.0,0.0,142541.98,Mercado Pago,Entregado
T002010,C00471,P0009,2026-04-25,1,76570.99,76570.99,20,15314.2,0.0,61256.79,Mercado Pago,Entregado
T002011,C00471,P0012,2026-03-25,1,113560.99,113560.99,0,0.0,0.0,113560.99,Efectivo (contra entrega),Preparando
T002012,C00471,P0103,2026-06-18,1,23150.99,23150.99,0,0.0,2017.18,25168.17,Transferencia bancaria,Entregado
T002013,C00473,P0013,2025-09-03,1,33690.99,33690.99,0,0.0,0.0,33690.99,Tarjeta de débito,Preparando
T002014,C00473,P0115,2026-06-06,1,39000.99,39000.99,0,0.0,0.0,39000.99,Tarjeta de débito,Preparando
T002015,C00474,P0019,2026-06-15,1,143070.99,143070.99,10,14307.1,0.0,128763.89,Tarjeta de crédito,Entregado
T002016,C00474,P0165,2025-09-24,3,8750.99,26252.97,15,3937.95,3880.94,26195.96,Mercado Pago,Entregado
T002017,C00475,P0128,2025-09-26,1,68490.99,68490.99,5,3424.55,0.0,65066.44,Tarjeta de débito,Entregado
T002018,C00475,P0184,2026-02-23,3,11240.99,33722.97,0,0.0,0.0,33722.97,Efectivo (contra entrega),Entregado
T002019,C00475,P0046,2025-11-09,3,18770.99,56312.97,15,8446.95,0.0,47866.02,Efectivo (contra entrega),Cancelado
T002020,C00475,P0153,2025-05-19,2,80540.99,161081.98,10,16108.2,0.0,144973.78,Efectivo (contra entrega),Cancelado
T002021,C00476,P0167,2024-05-01,1,116770.99,116770.99,0,0.0,0.0,116770.99,Transferencia bancaria,Entregado
T002022,C00476,P0126,2023-10-02,1,29260.99,29260.99,0,0.0,2574.96,31835.95,Transferencia bancaria,Preparando
T002023,C00477,P0185,2026-06-08,2,120880.99,241761.98,10,24176.2,0.0,217585.78,Efectivo (contra entrega),Entregado
T002024,C00477,P0084,2026-02-03,1,106390.99,106390.99,5,5319.55,0.0,101071.44,Efectivo (contra entrega),Preparando
T002025,C00478,P0174,2026-07-04,2,50040.99,100081.98,0,0.0,0.0,100081.98,Tarjeta de débito,Entregado
T002026,C00478,P0062,2026-05-24,1,80150.99,80150.99,0,0.0,0.0,80150.99,Mercado Pago,Entregado
T002027,C00478,P0183,2026-06-14,3,28350.99,85052.97,0,0.0,0.0,85052.97,Tarjeta de crédito,Entregado
T002028,C00478,P0006,2026-03-27,1,104670.99,104670.99,0,0.0,0.0,104670.99,Transferencia bancaria,Entregado
T002029,C00478,P0074,2026-07-13,1,73660.99,73660.99,0,0.0,0.0,73660.99,Mercado Pago,Cancelado
T002030,C00478,P0118,2026-08-01,2,39730.99,79461.98,5,3973.1,0.0,75488.88,Tarjeta de crédito,Entregado
T002031,C00480,P0019,2026-03-27,1,143070.99,143070.99,0,0.0,0.0,143070.99,Efectivo (contra entrega),Preparando
T002032,C00480,P0088,2025-08-06,1,32190.99,32190.99,0,0.0,0.0,32190.99,Tarjeta de crédito,Entregado
T002033,C00480,P0103,2025-02-06,1,23150.99,23150.99,0,0.0,2064.72,25215.71,Tarjeta de crédito,Cancelado
T002034,C00480,P0160,2023-09-18,2,143890.99,287781.98,5,14389.1,0.0,273392.88,Efectivo (contra entrega),Entregado
T002035,C00480,P0048,2023-07-26,1,21500.99,21500.99,0,0.0,2612.47,24113.46,Tarjeta de débito,Entregado
T002036,C00480,P0084,2024-02-21,1,106390.99,106390.99,15,15958.65,0.0,90432.34,Mercado Pago,Preparando
T002037,C00480,P0166,2023-05-25,1,11070.99,11070.99,0,0.0,2120.21,13191.2,Tarjeta de crédito,Entregado
T002038,C00482,P0185,2025-04-19,1,120880.99,120880.99,5,6044.05,0.0,114836.94,Tarjeta de crédito,Cancelado
T002039,C00484,P0005,2026-06-09,2,15670.99,31341.98,10,3134.2,0.0,28207.78,Transferencia bancaria,Cancelado
T002040,C00484,P0028,2023-07-06,2,49350.99,98701.98,0,0.0,0.0,98701.98,Tarjeta de crédito,En camino
T002041,C00484,P0082,2023-10-18,1,70870.99,70870.99,0,0.0,0.0,70870.99,Mercado Pago,Entregado
T002042,C00484,P0156,2024-07-05,2,23880.99,47761.98,0,0.0,0.0,47761.98,Mercado Pago,Entregado
T002043,C00484,P0101,2023-08-10,1,85420.99,85420.99,15,12813.15,0.0,72607.84,Mercado Pago,Entregado
T002044,C00484,P0172,2026-03-14,1,24980.99,24980.99,0,0.0,3970.66,28951.65,Tarjeta de débito,Entregado
T002045,C00484,P0151,2026-05-21,2,43590.99,87181.98,0,0.0,0.0,87181.98,Transferencia bancaria,Entregado
T002046,C00486,P0127,2025-08-29,2,53930.99,107861.98,0,0.0,0.0,107861.98,Tarjeta de crédito,Entregado
T002047,C00486,P0084,2024-05-20,1,106390.99,106390.99,0,0.0,0.0,106390.99,Transferencia bancaria,Preparando
T002048,C00486,P0066,2024-04-11,1,32260.99,32260.99,0,0.0,0.0,32260.99,Mercado Pago,Entregado
T002049,C00486,P0012,2026-08-04,3,113560.99,340682.97,5,17034.15,0.0,323648.82,Mercado Pago,Entregado
T002050,C00486,P0183,2024-06-21,1,28350.99,28350.99,0,0.0,3210.33,31561.32,Tarjeta de crédito,Entregado
T002051,C00486,P0090,2026-05-24,1,83690.99,83690.99,15,12553.65,0.0,71137.34,Tarjeta de crédito,Entregado
T002052,C00486,P0004,2025-12-24,1,73400.99,73400.99,0,0.0,0.0,73400.99,Tarjeta de crédito,Entregado
T002053,C00487,P0088,2026-04-10,1,32190.99,32190.99,0,0.0,0.0,32190.99,Transferencia bancaria,Entregado
T002054,C00487,P0047,2026-07-29,1,14020.99,14020.99,10,1402.1,3919.23,16538.12,Efectivo (contra entrega),Entregado
T002055,C00487,P0157,2026-08-06,1,2850.99,2850.99,5,142.55,2826.07,5534.51,Efectivo (contra entrega),Entregado
T002056,C00487,P0073,2026-04-22,2,118250.99,236501.98,0,0.0,0.0,236501.98,Mercado Pago,Entregado
T002057,C00487,P0132,2026-08-07,1,34240.99,34240.99,0,0.0,0.0,34240.99,Mercado Pago,Entregado
T002058,C00488,P0032,2023-02-03,1,46630.99,46630.99,0,0.0,0.0,46630.99,Transferencia bancaria,Entregado
T002059,C00489,P0029,2026-03-29,1,42890.99,42890.99,0,0.0,0.0,42890.99,Tarjeta de débito,Entregado
T002060,C00490,P0127,2026-08-04,1,53930.99,53930.99,5,2696.55,0.0,51234.44,Transferencia bancaria,Entregado
T002061,C00490,P0110,2026-06-21,1,148390.99,148390.99,0,0.0,0.0,148390.99,Efectivo (contra entrega),Entregado
T002062,C00490,P0115,2026-06-10,1,39000.99,39000.99,0,0.0,0.0,39000.99,Tarjeta de crédito,Entregado
T002063,C00490,P0180,2026-07-06,1,10110.99,10110.99,0,0.0,3102.82,13213.81,Tarjeta de débito,Entregado
T002064,C00490,P0036,2026-06-20,2,6740.99,13481.98,0,0.0,1615.29,15097.27,Tarjeta de débito,Preparando
T002065,C00490,P0023,2026-07-29,1,99980.99,99980.99,0,0.0,0.0,99980.99,Transferencia bancaria,Entregado
T002066,C00490,P0175,2026-07-17,2,30670.99,61341.98,0,0.0,0.0,61341.98,Tarjeta de crédito,Entregado
T002067,C00491,P0063,2025-08-22,1,64680.99,64680.99,0,0.0,0.0,64680.99,Transferencia bancaria,En camino
T002068,C00491,P0052,2026-08-01,3,93290.99,279872.97,5,13993.65,0.0,265879.32,Efectivo (contra entrega),Entregado
T002069,C00491,P0106,2026-01-25,1,12090.99,12090.99,15,1813.65,2213.01,12490.35,Mercado Pago,Entregado
T002070,C00491,P0166,2026-02-23,1,11070.99,11070.99,20,2214.2,2864.95,11721.74,Tarjeta de débito,Preparando
T002071,C00491,P0042,2026-01-29,1,80280.99,80280.99,15,12042.15,0.0,68238.84,Mercado Pago,Entregado
T002072,C00491,P0104,2025-09-07,1,56920.99,56920.99,0,0.0,0.0,56920.99,Mercado Pago,Cancelado
T002073,C00492,P0044,2025-01-19,1,73620.99,73620.99,0,0.0,0.0,73620.99,Tarjeta de débito,En camino
T002074,C00492,P0073,2026-07-02,1,118250.99,118250.99,0,0.0,0.0,118250.99,Tarjeta de débito,Preparando
T002075,C00492,P0086,2026-02-07,4,17970.99,71883.96,0,0.0,0.0,71883.96,Tarjeta de débito,Entregado
T002076,C00493,P0007,2025-01-05,1,16940.99,16940.99,0,0.0,3700.35,20641.34,Transferencia bancaria,Entregado
T002077,C00493,P0046,2026-08-09,1,18770.99,18770.99,0,0.0,3496.12,22267.11,Efectivo (contra entrega),Entregado
T002078,C00493,P0048,2025-02-26,1,21500.99,21500.99,0,0.0,2072.9,23573.89,Efectivo (contra entrega),Entregado
T002079,C00493,P0180,2024-08-23,1,10110.99,10110.99,0,0.0,4087.32,14198.31,Mercado Pago,En camino
T002080,C00493,P0094,2024-05-05,1,27390.99,27390.99,0,0.0,1923.99,29314.98,Transferencia bancaria,Entregado
T002081,C00494,P0128,2026-07-23,3,68490.99,205472.97,20,41094.59,0.0,164378.38,Transferencia bancaria,Preparando
T002082,C00494,P0007,2026-07-22,1,16940.99,16940.99,0,0.0,3155.08,20096.07,Transferencia bancaria,Entregado
T002083,C00494,P0131,2026-07-23,3,17990.99,53972.97,0,0.0,0.0,53972.97,Tarjeta de crédito,Cancelado
T002084,C00494,P0124,2026-08-11,1,55570.99,55570.99,0,0.0,0.0,55570.99,Mercado Pago,Entregado
T002085,C00495,P0101,2025-03-29,1,85420.99,85420.99,10,8542.1,0.0,76878.89,Efectivo (contra entrega),Entregado
T002086,C00495,P0182,2025-10-01,2,118780.99,237561.98,0,0.0,0.0,237561.98,Transferencia bancaria,Entregado
T002087,C00496,P0066,2024-07-08,2,32260.99,64521.98,0,0.0,0.0,64521.98,Mercado Pago,Cancelado
T002088,C00496,P0037,2026-06-24,1,4430.99,4430.99,10,443.1,3091.76,7079.65,Tarjeta de crédito,Entregado
T002089,C00496,P0118,2023-05-13,1,39730.99,39730.99,10,3973.1,0.0,35757.89,Tarjeta de crédito,Entregado
T002090,C00497,P0178,2025-12-25,2,82810.99,165621.98,0,0.0,0.0,165621.98,Mercado Pago,Entregado
T002091,C00497,P0112,2025-12-07,1,52410.99,52410.99,0,0.0,0.0,52410.99,Tarjeta de crédito,Entregado
T002092,C00497,P0045,2025-09-09,1,2330.99,2330.99,15,349.65,3250.35,5231.69,Transferencia bancaria,En camino
T002093,C00497,P0134,2026-07-25,1,73170.99,73170.99,0,0.0,0.0,73170.99,Efectivo (contra entrega),Entregado
T002094,C00497,P0181,2026-04-10,1,14430.99,14430.99,15,2164.65,1989.77,14256.11,Efectivo (contra entrega),Entregado
T002095,C00497,P0117,2025-11-08,1,122170.99,122170.99,0,0.0,0.0,122170.99,Mercado Pago,Entregado
T002096,C00497,P0179,2026-04-27,1,39260.99,39260.99,15,5889.15,0.0,33371.84,Tarjeta de débito,Cancelado
T002097,C00497,P0010,2026-04-09,3,99010.99,297032.97,0,0.0,0.0,297032.97,Transferencia bancaria,Entregado
T002098,C00498,P0164,2026-05-10,1,32940.99,32940.99,0,0.0,0.0,32940.99,Mercado Pago,Entregado
T002099,C00498,P0101,2026-06-12,3,85420.99,256262.97,0,0.0,0.0,256262.97,Tarjeta de crédito,Entregado
T002100,C00498,P0029,2025-04-04,4,42890.99,171563.96,15,25734.59,0.0,145829.37,Mercado Pago,Entregado
T002101,C00498,P0073,2026-07-26,4,118250.99,473003.96,15,70950.59,0.0,402053.37,Tarjeta de débito,Entregado
T002102,C00498,P0027,2026-03-30,1,66770.99,66770.99,5,3338.55,0.0,63432.44,Tarjeta de crédito,Preparando
T002103,C00499,P0029,2026-04-24,2,42890.99,85781.98,5,4289.1,0.0,81492.88,Mercado Pago,Cancelado
T002104,C00500,P0049,2023-03-08,2,113080.99,226161.98,15,33924.3,0.0,192237.68,Efectivo (contra entrega),Entregado
T002105,C00501,P0075,2026-03-26,1,51680.99,51680.99,15,7752.15,0.0,43928.84,Tarjeta de débito,Entregado
T002106,C00502,P0042,2023-10-13,2,80280.99,160561.98,0,0.0,0.0,160561.98,Efectivo (contra entrega),Entregado
T002107,C00502,P0108,2023-03-15,3,106640.99,319922.97,0,0.0,0.0,319922.97,Tarjeta de débito,Entregado
T002108,C00502,P0105,2024-12-15,1,8040.99,8040.99,0,0.0,2419.91,10460.9,Transferencia bancaria,Entregado
T002109,C00502,P0013,2023-08-27,1,33690.99,33690.99,0,0.0,0.0,33690.99,Transferencia bancaria,Cancelado
T002110,C00503,P0055,2025-03-09,1,90690.99,90690.99,0,0.0,0.0,90690.99,Efectivo (contra entrega),Entregado
T002111,C00503,P0065,2024-01-09,1,36490.99,36490.99,0,0.0,0.0,36490.99,Tarjeta de débito,Entregado
T002112,C00503,P0145,2025-07-11,3,60290.99,180872.97,0,0.0,0.0,180872.97,Mercado Pago,Entregado
T002113,C00503,P0110,2024-06-25,1,148390.99,148390.99,0,0.0,0.0,148390.99,Transferencia bancaria,En camino
T002114,C00503,P0181,2025-11-30,1,14430.99,14430.99,0,0.0,4328.72,18759.71,Efectivo (contra entrega),Entregado
T002115,C00503,P0165,2024-09-15,1,8750.99,8750.99,0,0.0,1749.92,10500.91,Tarjeta de crédito,Entregado
T002116,C00503,P0062,2025-08-01,2,80150.99,160301.98,15,24045.3,0.0,136256.68,Tarjeta de crédito,Preparando
T002117,C00504,P0123,2026-06-01,2,57150.99,114301.98,10,11430.2,0.0,102871.78,Tarjeta de crédito,Entregado
T002118,C00504,P0183,2025-12-16,1,28350.99,28350.99,0,0.0,3215.73,31566.72,Tarjeta de crédito,Entregado
T002119,C00507,P0045,2025-10-09,1,2330.99,2330.99,10,233.1,4110.48,6208.37,Tarjeta de débito,Entregado
T002120,C00507,P0085,2026-02-14,1,69850.99,69850.99,20,13970.2,0.0,55880.79,Mercado Pago,Cancelado
T002121,C00508,P0018,2024-06-17,1,88340.99,88340.99,5,4417.05,0.0,83923.94,Tarjeta de débito,Entregado
T002122,C00508,P0136,2026-02-18,1,47130.99,47130.99,5,2356.55,0.0,44774.44,Tarjeta de crédito,Entregado
T002123,C00508,P0007,2025-10-10,2,16940.99,33881.98,0,0.0,0.0,33881.98,Tarjeta de débito,Entregado
T002124,C00508,P0151,2025-01-01,1,43590.99,43590.99,5,2179.55,0.0,41411.44,Efectivo (contra entrega),Entregado
T002125,C00508,P0137,2026-06-05,1,37150.99,37150.99,10,3715.1,0.0,33435.89,Transferencia bancaria,Entregado
T002126,C00508,P0115,2026-01-27,1,39000.99,39000.99,0,0.0,0.0,39000.99,Efectivo (contra entrega),Entregado
T002127,C00508,P0104,2024-02-25,2,56920.99,113841.98,0,0.0,0.0,113841.98,Tarjeta de crédito,Entregado
T002128,C00508,P0096,2024-08-05,1,32440.99,32440.99,20,6488.2,0.0,25952.79,Efectivo (contra entrega),Entregado
